Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/002_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/044_applauding.jpg; Celebrating a goal
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/045_applauding.jpg; Receiving a medal
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/046_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/047_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/048_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/049_applauding.jpg; Giving a speech
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/050_applauding.jpg; Sitting in a wheelchair
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/051_applauding.jpg; Waving arms
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/052_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/053_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/054_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/055_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/056_applauding.jpg; Giving a speech
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/057_applauding.jpg; Smiling
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/058_applauding.jpg; Celebrating a goal
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/059_applauding.jpg; Applauding
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/060_applauding.jpg; Celebrating a goal
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/061_applauding.jpg; Walking in a race
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/062_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/063_applauding.jpg; Sitting
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/064_applauding.jpg; Celebrating a victory
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/065_applauding.jpg; Waving to the crowd.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/066_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/067_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/068_applauding.jpg; Holding a flower.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/069_applauding.jpg; Watching a performance
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/070_applauding.jpg; Raising arms in celebration
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/071_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/072_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/073_applauding.jpg; Posing for the camera while enjoying a meal and showing off a festive hat.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/074_applauding.jpg; Celebrating a goal
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/075_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/076_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/077_applauding.jpg; Speaking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/078_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/079_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/080_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/081_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/082_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/083_applauding.jpg; Waving a napkin
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/084_applauding.jpg; Graduates raising their arms in the air, celebrating their accomplishment.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/085_applauding.jpg; Walking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/086_applauding.jpg; Drinking beer
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/087_applauding.jpg; Speaking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/088_applauding.jpg; Holding a medal
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/089_applauding.jpg; Giving a presentation
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/090_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/091_applauding.jpg; Posing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/092_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/093_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/094_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/095_applauding.jpg; Celebrating.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/096_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/097_applauding.jpg; Toasting
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/098_applauding.jpg; Praying
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/099_applauding.jpg; Playing with a ball
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/100_applauding.jpg; Graduating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/101_applauding.jpg; Celebrating a goal
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/102_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/103_applauding.jpg; Posing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/104_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/105_applauding.jpg; Speaking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/106_applauding.jpg; Speaking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/107_applauding.jpg; Giving a speech
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/108_applauding.jpg; Waving an umbrella
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/109_applauding.jpg; Applauding
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/110_applauding.jpg; Praying
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/111_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/112_applauding.jpg; Watching a baseball game
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/113_applauding.jpg; Socializing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/114_applauding.jpg; Clapping hands
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/115_applauding.jpg; Pointing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/116_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/117_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/118_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/119_applauding.jpg; Praying
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/120_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/121_applauding.jpg; Laughing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/122_applauding.jpg; Raising hands in celebration
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/123_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/124_applauding.jpg; Performing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/125_applauding.jpg; Playing guitar
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/126_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/127_applauding.jpg; Posing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/128_applauding.jpg; Singing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/129_applauding.jpg; Celebrating.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/130_applauding.jpg; Pointing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/131_applauding.jpg; Celebrating a goal
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/132_applauding.jpg; Singing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/133_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/134_applauding.jpg; Playing tennis
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/135_applauding.jpg; Coaching
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/136_applauding.jpg; Public speaking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/137_applauding.jpg; Playing the drums.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/138_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/139_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/140_applauding.jpg; Catching a baseball
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/141_applauding.jpg; Singing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/142_applauding.jpg; Coaching
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/143_applauding.jpg; Speaking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/144_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/145_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/146_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/147_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/148_applauding.jpg; Celebrating a goal
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/149_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/150_applauding.jpg; Posing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/151_applauding.jpg; Celebrating a goal
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/152_applauding.jpg; Giving a speech
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/153_applauding.jpg; Taking a selfie
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/154_applauding.jpg; Sweeping the street
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/155_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/156_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/157_applauding.jpg; Celebrating a goal
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/158_applauding.jpg; Coaching
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/159_applauding.jpg; Speaking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/160_applauding.jpg; Giving a speech
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/161_applauding.jpg; Speaking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/162_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/163_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/164_applauding.jpg; Talking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/165_applauding.jpg; Waving fabric.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/166_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/167_applauding.jpg; Waving a baseball bat
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/168_applauding.jpg; Waving a flag
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/169_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/170_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/171_applauding.jpg; Graduating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/172_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/173_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/174_applauding.jpg; Laughing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/175_applauding.jpg; Applauding
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/176_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/177_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/178_applauding.jpg; Performing a show
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/179_applauding.jpg; Waving arms
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/180_applauding.jpg; Applauding
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/181_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/182_applauding.jpg; Praying
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/183_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/184_applauding.jpg; Playing guitar
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/185_applauding.jpg; Walking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/186_applauding.jpg; Clapping hands
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/187_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/188_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/189_applauding.jpg; Applauding
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/190_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/191_applauding.jpg; Raising arms
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/192_applauding.jpg; Praying
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/193_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/194_applauding.jpg; Laughing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/195_applauding.jpg; Applauding
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/196_applauding.jpg; Praying
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/197_applauding.jpg; Pole vaulting
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/198_applauding.jpg; Playing with a child
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/199_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/200_applauding.jpg; Singing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/201_applauding.jpg; Standing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/202_applauding.jpg; Taking pictures
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/203_applauding.jpg; Speaking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/204_applauding.jpg; Standing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/205_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/206_applauding.jpg; Speaking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/207_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/208_applauding.jpg; Shooting a basketball.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/209_applauding.jpg; Laughing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/210_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/211_applauding.jpg; Giving a speech
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/212_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/213_applauding.jpg; Welcoming
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/214_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/215_applauding.jpg; Applauding
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/216_applauding.jpg; Celebrating a victory in tennis.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/217_applauding.jpg; Clapping hands
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/218_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/219_applauding.jpg; Smoking
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/220_applauding.jpg; Coaching
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/221_applauding.jpg; Singing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/222_applauding.jpg; Participating in a classroom activity
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/223_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/224_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/225_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/226_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/227_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/228_applauding.jpg; Posing for a photo.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/229_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/230_applauding.jpg; Singing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/231_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/232_applauding.jpg; Meditating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/233_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/234_applauding.jpg; Admiring herself in the mirror.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/235_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/236_applauding.jpg; Singing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/237_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/238_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/239_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/240_applauding.jpg; Posing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/241_applauding.jpg; Watching a movie
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/242_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/243_applauding.jpg; Clapping hands
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/244_applauding.jpg; Celebrating a goal or victory in a soccer game.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/245_applauding.jpg; Coaching
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/246_applauding.jpg; Singing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/247_applauding.jpg; Performing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/248_applauding.jpg; Appreciating wine.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/249_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/250_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/251_applauding.jpg; Dancing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/252_applauding.jpg; Walking off the field
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/253_applauding.jpg; Raising hands in celebration
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/254_applauding.jpg; Shaking hands
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/255_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/256_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/257_applauding.jpg; Refereeing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/258_applauding.jpg; Playing the guitar
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/259_applauding.jpg; Applauding
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/260_applauding.jpg; Graduating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/261_applauding.jpg; Waving or clapping.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/262_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/263_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/264_applauding.jpg; Worshiping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/265_applauding.jpg; Watching a game
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/266_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/267_applauding.jpg; Playing basketball
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/268_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/269_applauding.jpg; Enjoying a concert
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/270_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/271_applauding.jpg; Presenting an award
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/272_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/273_applauding.jpg; Posing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/274_applauding.jpg; Celebrating
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/275_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/276_applauding.jpg; Cheering
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/277_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/278_applauding.jpg; Clapping
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/279_applauding.jpg; Accepting an award
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/280_applauding.jpg; Playing the trumpet
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/281_applauding.jpg; Pointing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/282_applauding.jpg; Waving
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/283_applauding.jpg; Posing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/284_applauding.jpg; Throwing a frisbee
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/001_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/002_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/003_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/004_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/005_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/006_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/007_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/008_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/009_blowing bubbles.jpg; Blowing bubbles.
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/010_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/011_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/012_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/013_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/014_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/015_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/016_blowing bubbles.jpg; Blowing bubbles
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/017_blowing bubbles.jpg; Blowing bubbles
