Image file-/home/jovyan/data/ppmi/7_classes/1000_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/932_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/933_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/934_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/935_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/936_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/937_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/938_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/939_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/940_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/941_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/942_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/943_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/944_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/945_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/946_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/947_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/948_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/949_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/950_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/951_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/952_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/953_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/954_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/955_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/956_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/957_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/958_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/959_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/960_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/961_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/962_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/963_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/964_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/965_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/966_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/967_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/968_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/969_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/970_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/971_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/972_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/973_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/974_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/975_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/976_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/977_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/978_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/979_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/980_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/981_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/982_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/983_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/984_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/985_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/986_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/987_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/988_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/989_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/990_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/991_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/992_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/993_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/994_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/995_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/996_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/997_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/998_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/999_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/601_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/602_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/603_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/604_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/605_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/606_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/607_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/608_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/609_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/610_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/611_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/612_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/613_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/614_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/615_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/616_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/617_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/618_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/619_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/620_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/621_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/622_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/623_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/624_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/625_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/626_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/627_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/628_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/629_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/630_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/631_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/632_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/633_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/634_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/635_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/636_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/637_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/638_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/639_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/640_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/641_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/642_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/643_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/644_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/645_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/646_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/647_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/648_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/649_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/650_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/651_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/652_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/653_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/654_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/655_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/656_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/657_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/658_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/659_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/660_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/661_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/662_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/663_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/664_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/665_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/666_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/667_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/668_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/669_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/670_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/671_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/672_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/673_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/674_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/675_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/676_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/677_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/678_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/679_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/680_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/681_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/682_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/683_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/684_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/685_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/686_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/687_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/688_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/689_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/690_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/691_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/692_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/693_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/694_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/695_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/696_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/697_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/698_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/699_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/700_Guitar.jpg; Answer: Guitar
Image file-/home/jovyan/data/ppmi/7_classes/1001_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1002_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1003_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1004_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1005_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1006_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1007_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1008_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1009_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1010_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1011_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1012_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1013_Trumpet.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/1014_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1015_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1016_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1017_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1018_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1019_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1020_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1021_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1022_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1023_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1024_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1025_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1026_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1027_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1028_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1029_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1030_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1031_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1032_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1033_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1034_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1035_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1036_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1037_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1038_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1039_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1040_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1041_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1042_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1043_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1044_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1045_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1046_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1047_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1048_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1049_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1050_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1051_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1052_Trumpet.jpg; Answer: Brass
Image file-/home/jovyan/data/ppmi/7_classes/1053_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1054_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1055_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1056_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1057_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1058_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1059_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1060_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1061_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1062_Trumpet.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/1063_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1064_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1065_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1066_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1067_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1068_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1069_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1070_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1071_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1072_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1073_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1074_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1075_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1076_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1077_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1078_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1079_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1080_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1081_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1082_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1083_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1084_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1085_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1086_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1087_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1088_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1089_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1090_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1091_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1092_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1093_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1094_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1095_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1096_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1097_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1098_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1099_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/1100_Trumpet.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/101_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/102_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/103_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/104_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/105_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/106_Cello.jpg; Answer: Cello
